Product Name,Product ID,Value Column Name,Value,,,,
Toshiba IPT2010-SD IP Telephone,All,Discount,,,,,
Toshiba IPT2010-SD IP Telephone,All,Unit Price,,,,,
Toshiba IPT2010-SD IP Telephone,All,Cost,,,,,
Toshiba IPT2010-SD IP Telephone,All,Total Discount,,,,,
Toshiba IPT2010-SD IP Telephone,All,Gross Sales,,,,,
Toshiba IPT2010-SD IP Telephone,All,Sales,,,,,
Toshiba IPT2010-SD IP Telephone,All,Profit/ (Loss),,,,,
Toshiba IPT2010-SD IP Telephone,All,% Profit/ (Loss),,,,,
Toshiba IPT2010-SD IP Telephone,TEC-PH-10004447,Quantity,4,,,,
Toshiba IPT2010-SD IP Telephone,TEC-PH-10004447,Discount,0,,,,
Toshiba IPT2010-SD IP Telephone,TEC-PH-10004447,Unit Price,111.192,,,,
Toshiba IPT2010-SD IP Telephone,TEC-PH-10004447,Cost,411.0104,,,,
Toshiba IPT2010-SD IP Telephone,TEC-PH-10004447,Total Discount,0,,,,
Toshiba IPT2010-SD IP Telephone,TEC-PH-10004447,Gross Sales,444.768,,,,
Toshiba IPT2010-SD IP Telephone,TEC-PH-10004447,Sales,444.768,,,,
Toshiba IPT2010-SD IP Telephone,TEC-PH-10004447,Profit/ (Loss),33.7576,,,,
Toshiba IPT2010-SD IP Telephone,TEC-PH-10004447,% Profit/ (Loss),0.075899345,,,,
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",All,Quantity,,,,,
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",All,Discount,,,,,
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",All,Unit Price,,,,,
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",All,Cost,,,,,
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",All,Total Discount,,,,,
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",All,Gross Sales,,,,,
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",All,Sales,,,,,
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",All,Profit/ (Loss),,,,,
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",All,% Profit/ (Loss),,,,,
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",TEC-AC-10002857,Quantity,4,,,,
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",TEC-AC-10002857,Discount,0,,,,
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",TEC-AC-10002857,Unit Price,5.96,,,,
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",TEC-AC-10002857,Cost,20.362,,,,
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",TEC-AC-10002857,Total Discount,0,,,,
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",TEC-AC-10002857,Gross Sales,23.84,,,,
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",TEC-AC-10002857,Sales,23.84,,,,
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",TEC-AC-10002857,Profit/ (Loss),3.478,,,,
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",TEC-AC-10002857,% Profit/ (Loss),0.145889262,,,,
Wilson Jones International Size A4 Ring Binders,All,Quantity,,,,,
Wilson Jones International Size A4 Ring Binders,All,Discount,,,,,
Wilson Jones International Size A4 Ring Binders,All,Unit Price,,,,,
Wilson Jones International Size A4 Ring Binders,All,Cost,,,,,
Wilson Jones International Size A4 Ring Binders,All,Total Discount,,,,,
Wilson Jones International Size A4 Ring Binders,All,Gross Sales,,,,,
Wilson Jones International Size A4 Ring Binders,All,Sales,,,,,
Wilson Jones International Size A4 Ring Binders,All,Profit/ (Loss),,,,,
Wilson Jones International Size A4 Ring Binders,All,% Profit/ (Loss),,,,,
Wilson Jones International Size A4 Ring Binders,OFF-BI-10004002,Quantity,4,,,,
Wilson Jones International Size A4 Ring Binders,OFF-BI-10004002,Discount,1,,,,
Wilson Jones International Size A4 Ring Binders,OFF-BI-10004002,Unit Price,4.46,,,,
Wilson Jones International Size A4 Ring Binders,OFF-BI-10004002,Cost,35.184,,,,
Wilson Jones International Size A4 Ring Binders,OFF-BI-10004002,Total Discount,4,,,,
Wilson Jones International Size A4 Ring Binders,OFF-BI-10004002,Gross Sales,17.84,,,,
Wilson Jones International Size A4 Ring Binders,OFF-BI-10004002,Sales,13.84,,,,
Wilson Jones International Size A4 Ring Binders,OFF-BI-10004002,Profit/ (Loss),-21.344,,,,
Wilson Jones International Size A4 Ring Binders,OFF-BI-10004002,% Profit/ (Loss),-1.542196532,,,,
Wirebound Voice Message Log Book,All,Quantity,,,,,
Wirebound Voice Message Log Book,All,Discount,,,,,
Wirebound Voice Message Log Book,All,Unit Price,,,,,
Wirebound Voice Message Log Book,All,Cost,,,,,
Wirebound Voice Message Log Book,All,Total Discount,,,,,
Wirebound Voice Message Log Book,All,Gross Sales,,,,,
Wirebound Voice Message Log Book,All,Sales,,,,,
Wirebound Voice Message Log Book,All,Profit/ (Loss),,,,,
Wirebound Voice Message Log Book,All,% Profit/ (Loss),,,,,
Wirebound Voice Message Log Book,OFF-PA-10002109,Quantity,4,,,,
Wirebound Voice Message Log Book,OFF-PA-10002109,Discount,0,,,,
Wirebound Voice Message Log Book,OFF-PA-10002109,Unit Price,3.808,,,,
Wirebound Voice Message Log Book,OFF-PA-10002109,Cost,9.8816,,,,
Wirebound Voice Message Log Book,OFF-PA-10002109,Total Discount,0,,,,
Wirebound Voice Message Log Book,OFF-PA-10002109,Gross Sales,15.232,,,,
Wirebound Voice Message Log Book,OFF-PA-10002109,Sales,15.232,,,,
Wirebound Voice Message Log Book,OFF-PA-10002109,Profit/ (Loss),5.3504,,,,
Wirebound Voice Message Log Book,OFF-PA-10002109,% Profit/ (Loss),0.351260504,,,,
Xerox 1899,All,Quantity,,,,,
Xerox 1899,All,Discount,,,,,
Xerox 1899,All,Unit Price,,,,,
Xerox 1899,All,Cost,,,,,
Xerox 1899,All,Total Discount,,,,,
Xerox 1899,All,Gross Sales,,,,,
Xerox 1899,All,Sales,,,,,
Xerox 1899,All,Profit/ (Loss),,,,,
Xerox 1899,All,% Profit/ (Loss),,,,,
Xerox 1899,OFF-PA-10001846,Quantity,4,,,,
Xerox 1899,OFF-PA-10001846,Discount,0,,,,
Xerox 1899,OFF-PA-10001846,Unit Price,4.624,,,,
Xerox 1899,OFF-PA-10001846,Cost,11.5912,,,,
Xerox 1899,OFF-PA-10001846,Total Discount,0,,,,
Xerox 1899,OFF-PA-10001846,Gross Sales,18.496,,,,
Xerox 1899,OFF-PA-10001846,Sales,18.496,,,,
Xerox 1899,OFF-PA-10001846,Profit/ (Loss),6.9048,,,,
Xerox 1899,OFF-PA-10001846,% Profit/ (Loss),0.373313149,,,,
Xerox 1903,All,Quantity,,,,,
Xerox 1903,All,Discount,,,,,
Xerox 1903,All,Unit Price,,,,,
Xerox 1903,All,Cost,,,,,
Xerox 1903,All,Total Discount,,,,,
Xerox 1903,All,Gross Sales,,,,,
Xerox 1903,All,Sales,,,,,
Xerox 1903,All,Profit/ (Loss),,,,,
Xerox 1903,All,% Profit/ (Loss),,,,,
Xerox 1903,OFF-PA-10001184,Quantity,4,,,,
Xerox 1903,OFF-PA-10001184,Discount,0,,,,
Xerox 1903,OFF-PA-10001184,Unit Price,4.784,,,,
Xerox 1903,OFF-PA-10001184,Cost,11.9992,,,,
Xerox 1903,OFF-PA-10001184,Total Discount,0,,,,
Xerox 1903,OFF-PA-10001184,Gross Sales,19.136,,,,
Xerox 1903,OFF-PA-10001184,Sales,19.136,,,,
Xerox 1903,OFF-PA-10001184,Profit/ (Loss),7.1368,,,,
Xerox 1903,OFF-PA-10001184,% Profit/ (Loss),0.372951505,,,,
Xerox 1940,All,Quantity,,,,,
Xerox 1940,All,Discount,,,,,
Xerox 1940,All,Unit Price,,,,,
Xerox 1940,All,Cost,,,,,
Xerox 1940,All,Total Discount,,,,,
Xerox 1940,All,Gross Sales,,,,,
Xerox 1940,All,Sales,,,,,
Xerox 1940,All,Profit/ (Loss),,,,,
Xerox 1940,All,% Profit/ (Loss),,,,,
Xerox 1940,OFF-PA-10004475,Quantity,4,,,,
Xerox 1940,OFF-PA-10004475,Discount,0,,,,
Xerox 1940,OFF-PA-10004475,Unit Price,43.968,,,,
Xerox 1940,OFF-PA-10004475,Cost,111.9184,,,,
Xerox 1940,OFF-PA-10004475,Total Discount,0,,,,
Xerox 1940,OFF-PA-10004475,Gross Sales,175.872,,,,
Xerox 1940,OFF-PA-10004475,Sales,175.872,,,,
Xerox 1940,OFF-PA-10004475,Profit/ (Loss),63.9536,,,,
Xerox 1940,OFF-PA-10004475,% Profit/ (Loss),0.363637191,,,,
Xerox 1943,All,Quantity,,,,,
Xerox 1943,All,Discount,,,,,
Xerox 1943,All,Unit Price,,,,,
Xerox 1943,All,Cost,,,,,
Xerox 1943,All,Total Discount,,,,,
Xerox 1943,All,Gross Sales,,,,,
Xerox 1943,All,Sales,,,,,
Xerox 1943,All,Profit/ (Loss),,,,,
Xerox 1943,All,% Profit/ (Loss),,,,,
Xerox 1943,OFF-PA-10003892,Quantity,4,,,,
Xerox 1943,OFF-PA-10003892,Discount,0,,,,
Xerox 1943,OFF-PA-10003892,Unit Price,39.128,,,,
Xerox 1943,OFF-PA-10003892,Cost,103.4892,,,,
Xerox 1943,OFF-PA-10003892,Total Discount,0,,,,
Xerox 1943,OFF-PA-10003892,Gross Sales,156.512,,,,
Xerox 1943,OFF-PA-10003892,Sales,156.512,,,,
Xerox 1943,OFF-PA-10003892,Profit/ (Loss),53.0228,,,,
Xerox 1943,OFF-PA-10003892,% Profit/ (Loss),0.338777857,,,,
Xerox 1960,All,Quantity,,,,,
Xerox 1960,All,Discount,,,,,
Xerox 1960,All,Unit Price,,,,,
Xerox 1960,All,Cost,,,,,
Xerox 1960,All,Total Discount,,,,,
Xerox 1960,All,Gross Sales,,,,,
Xerox 1960,All,Sales,,,,,
Xerox 1960,All,Profit/ (Loss),,,,,
Xerox 1960,All,% Profit/ (Loss),,,,,
Xerox 1960,OFF-PA-10003039,Quantity,4,,,,
Xerox 1960,OFF-PA-10003039,Discount,0,,,,
Xerox 1960,OFF-PA-10003039,Unit Price,24.784,,,,
Xerox 1960,OFF-PA-10003039,Cost,67.956,,,,
Xerox 1960,OFF-PA-10003039,Total Discount,0,,,,
Xerox 1960,OFF-PA-10003039,Gross Sales,99.136,,,,
Xerox 1960,OFF-PA-10003039,Sales,99.136,,,,
Xerox 1960,OFF-PA-10003039,Profit/ (Loss),31.18,,,,
Xerox 1960,OFF-PA-10003039,% Profit/ (Loss),0.314517431,,,,
Xerox 217,All,Quantity,,,,,
Xerox 217,All,Discount,,,,,
Xerox 217,All,Unit Price,,,,,
Xerox 217,All,Cost,,,,,
Xerox 217,All,Total Discount,,,,,
Xerox 217,All,Gross Sales,,,,,
Xerox 217,All,Sales,,,,,
Xerox 217,All,Profit/ (Loss),,,,,
Xerox 217,All,% Profit/ (Loss),,,,,
Xerox 217,OFF-PA-10004888,Quantity,4,,,,
Xerox 217,OFF-PA-10004888,Discount,0,,,,
Xerox 217,OFF-PA-10004888,Unit Price,5.184,,,,
Xerox 217,OFF-PA-10004888,Cost,13.2784,,,,
Xerox 217,OFF-PA-10004888,Total Discount,0,,,,
Xerox 217,OFF-PA-10004888,Gross Sales,20.736,,,,
Xerox 217,OFF-PA-10004888,Sales,20.736,,,,
Xerox 217,OFF-PA-10004888,Profit/ (Loss),7.4576,,,,
Xerox 217,OFF-PA-10004888,% Profit/ (Loss),0.359645062,,,,
"While you Were Out"" Message Book"," One Form per Page""",All,Quantity,,,,
"While you Were Out"" Message Book"," One Form per Page""",All,Discount,,,,
"While you Were Out"" Message Book"," One Form per Page""",All,Unit Price,,,,
"While you Were Out"" Message Book"," One Form per Page""",All,Cost,,,,
"While you Were Out"" Message Book"," One Form per Page""",All,Total Discount,,,,
"While you Were Out"" Message Book"," One Form per Page""",All,Gross Sales,,,,
"While you Were Out"" Message Book"," One Form per Page""",All,Sales,,,,
"While you Were Out"" Message Book"," One Form per Page""",All,Profit/ (Loss),,,,
"While you Were Out"" Message Book"," One Form per Page""",All,% Profit/ (Loss),,,,
"While you Were Out"" Message Book"," One Form per Page""",OFF-PA-10003424,Quantity,,,,
"While you Were Out"" Message Book"," One Form per Page""",OFF-PA-10003424,Discount,,,,
"While you Were Out"" Message Book"," One Form per Page""",OFF-PA-10003424,Unit Price,,,,
"While you Were Out"" Message Book"," One Form per Page""",OFF-PA-10003424,Cost,,,,
"While you Were Out"" Message Book"," One Form per Page""",OFF-PA-10003424,Total Discount,,,,
"While you Were Out"" Message Book"," One Form per Page""",OFF-PA-10003424,Gross Sales,,,,
"While you Were Out"" Message Book"," One Form per Page""",OFF-PA-10003424,Sales,,,,
"While you Were Out"" Message Book"," One Form per Page""",OFF-PA-10003424,Profit/ (Loss),,,,
"While you Were Out"" Message Book"," One Form per Page""",OFF-PA-10003424,% Profit/ (Loss),,,,
"#10 Gummed Flap White Envelopes, 100/Box",All,Quantity,,,,,
"#10 Gummed Flap White Envelopes, 100/Box",All,Discount,,,,,
"#10 Gummed Flap White Envelopes, 100/Box",All,Unit Price,,,,,
"#10 Gummed Flap White Envelopes, 100/Box",All,Cost,,,,,
"#10 Gummed Flap White Envelopes, 100/Box",All,Total Discount,,,,,
"#10 Gummed Flap White Envelopes, 100/Box",All,Gross Sales,,,,,
"#10 Gummed Flap White Envelopes, 100/Box",All,Sales,,,,,
"#10 Gummed Flap White Envelopes, 100/Box",All,Profit/ (Loss),,,,,
"#10 Gummed Flap White Envelopes, 100/Box",All,% Profit/ (Loss),,,,,
"#10 Gummed Flap White Envelopes, 100/Box",OFF-EN-10001137,Quantity,3,,,,
"#10 Gummed Flap White Envelopes, 100/Box",OFF-EN-10001137,Discount,0,,,,
"#10 Gummed Flap White Envelopes, 100/Box",OFF-EN-10001137,Unit Price,3.304,,,,
"#10 Gummed Flap White Envelopes, 100/Box",OFF-EN-10001137,Cost,6.4906,,,,
"#10 Gummed Flap White Envelopes, 100/Box",OFF-EN-10001137,Total Discount,0,,,,
"#10 Gummed Flap White Envelopes, 100/Box",OFF-EN-10001137,Gross Sales,9.912,,,,
"#10 Gummed Flap White Envelopes, 100/Box",OFF-EN-10001137,Sales,9.912,,,,
"#10 Gummed Flap White Envelopes, 100/Box",OFF-EN-10001137,Profit/ (Loss),3.4214,,,,
"#10 Gummed Flap White Envelopes, 100/Box",OFF-EN-10001137,% Profit/ (Loss),0.345177563,,,,
12-1/2 Diameter Round Wall Clock,All,Quantity,,,,,
12-1/2 Diameter Round Wall Clock,All,Discount,,,,,
12-1/2 Diameter Round Wall Clock,All,Unit Price,,,,,
12-1/2 Diameter Round Wall Clock,All,Cost,,,,,
12-1/2 Diameter Round Wall Clock,All,Total Discount,,,,,
12-1/2 Diameter Round Wall Clock,All,Gross Sales,,,,,
12-1/2 Diameter Round Wall Clock,All,Sales,,,,,
12-1/2 Diameter Round Wall Clock,All,Profit/ (Loss),,,,,
12-1/2 Diameter Round Wall Clock,All,% Profit/ (Loss),,,,,
12-1/2 Diameter Round Wall Clock,FUR-FU-10002759,Quantity,3,,,,
12-1/2 Diameter Round Wall Clock,FUR-FU-10002759,Discount,1,,,,
12-1/2 Diameter Round Wall Clock,FUR-FU-10002759,Unit Price,8.992,,,,
12-1/2 Diameter Round Wall Clock,FUR-FU-10002759,Cost,37.7616,,,,
12-1/2 Diameter Round Wall Clock,FUR-FU-10002759,Total Discount,3,,,,
12-1/2 Diameter Round Wall Clock,FUR-FU-10002759,Gross Sales,26.976,,,,
12-1/2 Diameter Round Wall Clock,FUR-FU-10002759,Sales,23.976,,,,
12-1/2 Diameter Round Wall Clock,FUR-FU-10002759,Profit/ (Loss),-13.7856,,,,
12-1/2 Diameter Round Wall Clock,FUR-FU-10002759,% Profit/ (Loss),-0.574974975,,,,
"24 Capacity Maxi Data Binder Racks, Pearl",All,Quantity,,,,,
"24 Capacity Maxi Data Binder Racks, Pearl",All,Discount,,,,,
"24 Capacity Maxi Data Binder Racks, Pearl",All,Unit Price,,,,,
"24 Capacity Maxi Data Binder Racks, Pearl",All,Cost,,,,,
"24 Capacity Maxi Data Binder Racks, Pearl",All,Total Discount,,,,,
"24 Capacity Maxi Data Binder Racks, Pearl",All,Gross Sales,,,,,
"24 Capacity Maxi Data Binder Racks, Pearl",All,Sales,,,,,
"24 Capacity Maxi Data Binder Racks, Pearl",All,Profit/ (Loss),,,,,
"24 Capacity Maxi Data Binder Racks, Pearl",All,% Profit/ (Loss),,,,,
"24 Capacity Maxi Data Binder Racks, Pearl",OFF-ST-10003805,Quantity,3,,,,
"24 Capacity Maxi Data Binder Racks, Pearl",OFF-ST-10003805,Discount,0,,,,
"24 Capacity Maxi Data Binder Racks, Pearl",OFF-ST-10003805,Unit Price,168.44,,,,
"24 Capacity Maxi Data Binder Racks, Pearl",OFF-ST-10003805,Cost,473.5375,,,,
"24 Capacity Maxi Data Binder Racks, Pearl",OFF-ST-10003805,Total Discount,0,,,,
"24 Capacity Maxi Data Binder Racks, Pearl",OFF-ST-10003805,Gross Sales,505.32,,,,
"24 Capacity Maxi Data Binder Racks, Pearl",OFF-ST-10003805,Sales,505.32,,,,
"24 Capacity Maxi Data Binder Racks, Pearl",OFF-ST-10003805,Profit/ (Loss),31.7825,,,,
"24 Capacity Maxi Data Binder Racks, Pearl",OFF-ST-10003805,% Profit/ (Loss),0.062895789,,,,
36X48 HARDFLOOR CHAIRMAT,All,Quantity,,,,,
36X48 HARDFLOOR CHAIRMAT,All,Discount,,,,,
36X48 HARDFLOOR CHAIRMAT,All,Unit Price,,,,,
36X48 HARDFLOOR CHAIRMAT,All,Cost,,,,,
36X48 HARDFLOOR CHAIRMAT,All,Total Discount,,,,,
36X48 HARDFLOOR CHAIRMAT,All,Gross Sales,,,,,
36X48 HARDFLOOR CHAIRMAT,All,Sales,,,,,
36X48 HARDFLOOR CHAIRMAT,All,Profit/ (Loss),,,,,
36X48 HARDFLOOR CHAIRMAT,All,% Profit/ (Loss),,,,,
36X48 HARDFLOOR CHAIRMAT,FUR-FU-10003247,Quantity,3,,,,
36X48 HARDFLOOR CHAIRMAT,FUR-FU-10003247,Discount,1,,,,
36X48 HARDFLOOR CHAIRMAT,FUR-FU-10003247,Unit Price,9.392,,,,
36X48 HARDFLOOR CHAIRMAT,FUR-FU-10003247,Cost,57.9342,,,,
36X48 HARDFLOOR CHAIRMAT,FUR-FU-10003247,Total Discount,3,,,,
36X48 HARDFLOOR CHAIRMAT,FUR-FU-10003247,Gross Sales,28.176,,,,
36X48 HARDFLOOR CHAIRMAT,FUR-FU-10003247,Sales,25.176,,,,
36X48 HARDFLOOR CHAIRMAT,FUR-FU-10003247,Profit/ (Loss),-32.7582,,,,
36X48 HARDFLOOR CHAIRMAT,FUR-FU-10003247,% Profit/ (Loss),-1.301167779,,,,
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,All,Quantity,,,,,
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,All,Discount,,,,,
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,All,Unit Price,,,,,
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,All,Cost,,,,,
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,All,Total Discount,,,,,
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,All,Gross Sales,,,,,
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,All,Sales,,,,,
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,All,Profit/ (Loss),,,,,
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,All,% Profit/ (Loss),,,,,
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,OFF-AP-10002403,Quantity,3,,,,
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,OFF-AP-10002403,Discount,1,,,,
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,OFF-AP-10002403,Unit Price,9.802,,,,
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,OFF-AP-10002403,Cost,96.9022,,,,
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,OFF-AP-10002403,Total Discount,3,,,,
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,OFF-AP-10002403,Gross Sales,29.406,,,,
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,OFF-AP-10002403,Sales,26.406,,,,
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,OFF-AP-10002403,Profit/ (Loss),-70.4962,,,,
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,OFF-AP-10002403,% Profit/ (Loss),-2.669703855,,,,
Acco Translucent Poly Ring Binders,All,Quantity,,,,,
Acco Translucent Poly Ring Binders,All,Discount,,,,,
Acco Translucent Poly Ring Binders,All,Unit Price,,,,,
Acco Translucent Poly Ring Binders,All,Cost,,,,,
Acco Translucent Poly Ring Binders,All,Total Discount,,,,,
Acco Translucent Poly Ring Binders,All,Gross Sales,,,,,
Acco Translucent Poly Ring Binders,All,Sales,,,,,
Acco Translucent Poly Ring Binders,All,Profit/ (Loss),,,,,
Acco Translucent Poly Ring Binders,All,% Profit/ (Loss),,,,,
Acco Translucent Poly Ring Binders,OFF-BI-10000138,Quantity,3,,,,
Acco Translucent Poly Ring Binders,OFF-BI-10000138,Discount,1,,,,
Acco Translucent Poly Ring Binders,OFF-BI-10000138,Unit Price,1.936,,,,
Acco Translucent Poly Ring Binders,OFF-BI-10000138,Cost,6.5008,,,,
Acco Translucent Poly Ring Binders,OFF-BI-10000138,Total Discount,3,,,,
Acco Translucent Poly Ring Binders,OFF-BI-10000138,Gross Sales,5.808,,,,
Acco Translucent Poly Ring Binders,OFF-BI-10000138,Sales,2.808,,,,
Acco Translucent Poly Ring Binders,OFF-BI-10000138,Profit/ (Loss),-3.6928,,,,
Acco Translucent Poly Ring Binders,OFF-BI-10000138,% Profit/ (Loss),-1.315099715,,,,
Acme Forged Steel Scissors with Black Enamel Handles,All,Quantity,,,,,
Acme Forged Steel Scissors with Black Enamel Handles,All,Discount,,,,,
Acme Forged Steel Scissors with Black Enamel Handles,All,Unit Price,,,,,
Acme Forged Steel Scissors with Black Enamel Handles,All,Cost,,,,,
Acme Forged Steel Scissors with Black Enamel Handles,All,Total Discount,,,,,
Acme Forged Steel Scissors with Black Enamel Handles,All,Gross Sales,,,,,
Acme Forged Steel Scissors with Black Enamel Handles,All,Sales,,,,,
Acme Forged Steel Scissors with Black Enamel Handles,All,Profit/ (Loss),,,,,
Acme Forged Steel Scissors with Black Enamel Handles,All,% Profit/ (Loss),,,,,
Acme Forged Steel Scissors with Black Enamel Handles,OFF-SU-10000381,Quantity,3,,,,
Acme Forged Steel Scissors with Black Enamel Handles,OFF-SU-10000381,Discount,0,,,,
Acme Forged Steel Scissors with Black Enamel Handles,OFF-SU-10000381,Unit Price,7.448,,,,
Acme Forged Steel Scissors with Black Enamel Handles,OFF-SU-10000381,Cost,19.6303,,,,
Acme Forged Steel Scissors with Black Enamel Handles,OFF-SU-10000381,Total Discount,0,,,,
Acme Forged Steel Scissors with Black Enamel Handles,OFF-SU-10000381,Gross Sales,22.344,,,,
Acme Forged Steel Scissors with Black Enamel Handles,OFF-SU-10000381,Sales,22.344,,,,
Acme Forged Steel Scissors with Black Enamel Handles,OFF-SU-10000381,Profit/ (Loss),2.7137,,,,
Acme Forged Steel Scissors with Black Enamel Handles,OFF-SU-10000381,% Profit/ (Loss),0.121450949,,,,
Acme Office Executive Series Stainless Steel Trimmers,All,Quantity,,,,,
Acme Office Executive Series Stainless Steel Trimmers,All,Discount,,,,,
Acme Office Executive Series Stainless Steel Trimmers,All,Unit Price,,,,,
Acme Office Executive Series Stainless Steel Trimmers,All,Cost,,,,,
Acme Office Executive Series Stainless Steel Trimmers,All,Total Discount,,,,,
Acme Office Executive Series Stainless Steel Trimmers,All,Gross Sales,,,,,
Acme Office Executive Series Stainless Steel Trimmers,All,Sales,,,,,
Acme Office Executive Series Stainless Steel Trimmers,All,Profit/ (Loss),,,,,
Acme Office Executive Series Stainless Steel Trimmers,All,% Profit/ (Loss),,,,,
Acme Office Executive Series Stainless Steel Trimmers,OFF-SU-10001664,Quantity,3,,,,
Acme Office Executive Series Stainless Steel Trimmers,OFF-SU-10001664,Discount,0,,,,
Acme Office Executive Series Stainless Steel Trimmers,OFF-SU-10001664,Unit Price,6.856,,,,
Acme Office Executive Series Stainless Steel Trimmers,OFF-SU-10001664,Cost,18.8254,,,,
Acme Office Executive Series Stainless Steel Trimmers,OFF-SU-10001664,Total Discount,0,,,,
Acme Office Executive Series Stainless Steel Trimmers,OFF-SU-10001664,Gross Sales,20.568,,,,
Acme Office Executive Series Stainless Steel Trimmers,OFF-SU-10001664,Sales,20.568,,,,
Acme Office Executive Series Stainless Steel Trimmers,OFF-SU-10001664,Profit/ (Loss),1.7426,,,,
Acme Office Executive Series Stainless Steel Trimmers,OFF-SU-10001664,% Profit/ (Loss),0.084723843,,,,
"Ampad Poly Cover Wirebound Steno Book, 6 x 9"" Assorted Colors"," Gregg Ruled""",All,Quantity,,,,
"Ampad Poly Cover Wirebound Steno Book, 6 x 9"" Assorted Colors"," Gregg Ruled""",All,Discount,,,,
"Ampad Poly Cover Wirebound Steno Book, 6 x 9"" Assorted Colors"," Gregg Ruled""",All,Unit Price,,,,
"Ampad Poly Cover Wirebound Steno Book, 6 x 9"" Assorted Colors"," Gregg Ruled""",All,Cost,,,,
"Ampad Poly Cover Wirebound Steno Book, 6 x 9"" Assorted Colors"," Gregg Ruled""",All,Total Discount,,,,
"Ampad Poly Cover Wirebound Steno Book, 6 x 9"" Assorted Colors"," Gregg Ruled""",All,Gross Sales,,,,
"Ampad Poly Cover Wirebound Steno Book, 6 x 9"" Assorted Colors"," Gregg Ruled""",All,Sales,,,,
"Ampad Poly Cover Wirebound Steno Book, 6 x 9"" Assorted Colors"," Gregg Ruled""",All,Profit/ (Loss),,,,
"Ampad Poly Cover Wirebound Steno Book, 6 x 9"" Assorted Colors"," Gregg Ruled""",All,% Profit/ (Loss),,,,
"Ampad Poly Cover Wirebound Steno Book, 6 x 9"" Assorted Colors"," Gregg Ruled""",OFF-PA-10001622,Quantity,,,,
"Ampad Poly Cover Wirebound Steno Book, 6 x 9"" Assorted Colors"," Gregg Ruled""",OFF-PA-10001622,Discount,,,,
"Ampad Poly Cover Wirebound Steno Book, 6 x 9"" Assorted Colors"," Gregg Ruled""",OFF-PA-10001622,Unit Price,,,,
"Ampad Poly Cover Wirebound Steno Book, 6 x 9"" Assorted Colors"," Gregg Ruled""",OFF-PA-10001622,Cost,,,,
"Ampad Poly Cover Wirebound Steno Book, 6 x 9"" Assorted Colors"," Gregg Ruled""",OFF-PA-10001622,Total Discount,,,,
"Ampad Poly Cover Wirebound Steno Book, 6 x 9"" Assorted Colors"," Gregg Ruled""",OFF-PA-10001622,Gross Sales,,,,
"Ampad Poly Cover Wirebound Steno Book, 6 x 9"" Assorted Colors"," Gregg Ruled""",OFF-PA-10001622,Sales,,,,
